generation, fitness, rule
202, 5.600100, 265324445360016506020060300014264521416605501236000126110266150203545366204624132416330146063431211214436055061630133215410624245406256322455642205602051131654126144640460261425402454455140252224413431461250456451116106005326650463606163512030
203, 5.200100, 263324365360116506020060340014264521416665501326000112110266150004565366523623133416430446163401011213226655061633133215111625345255246362455645205602051101054120043033660161425402455455146252214114503461250456451356106005365665163036163236030
204, 5.300100, 265422363360016506020660300014264521416605501236000126110206310303565366201123164416330146063431211214233055012630134215511022245255216362455645205602051101054126144033660261425402454455140252224413431461250456451156106005336651412606163512230
205, 5.800100, 263324263360016506020060340014264521416165501326000122110206650203565366204624132416230146063421211214236055012630133215410625245406246362455645205622051131054120144033160262425402455455116252224114503461220456450356106005326652163036163236030
206, 5.400100, 263324223360016506020060340014264501416603501136000126110266150004065366501623334416330146063431211214233055012630134215511022245255216362455645605602051101054126144033660261425402454455140252224413431461250456451156106005336651412606163512230
207, 5.700100, 165422365060013506020060300014264521416605501236200126110266150002065366501623134416430246063431211214230055062630533214011622245255246362452345235202011501054126144033660261425602455455146252224114503461200456450356106005336651416606163512030
208, 5.200100, 163324665350146556020660305015614121416305501166000126110226110243565366204624132416330146063431211214233055062630134215551022245255216362455645205602051101054126144033660261425402455455116252221114503461420456450356306005326652163036163236030
209, 5.100100, 265662363360116506050060300014264221416605501236200126110266151203565366226624134416430246063441211214236055062630133214511622245255246362452345235202011104004326144033660261445402455455146252224114503461250456451356106005336651416606163512030
210, 5.400100, 265662363360116506050060300014264221416605501236200126110266151203565366226624134416430246063441211214236055062630133214511622245255246362452345235202011134004326144033660261445402455455146252224114503461250456451356106005336651416606163512030
211, 5.300100, 265662363360116506050060300014264221416605501236200126110266151203565366226624134416430246063441211214236055062630133214511622245255246362452345235202011134004326144033660261445402455455146252224114503461250456451356106005336651416606163512030
212, 5.400100, 262662363360116506020060300014516565403006101136000126110226110243565366204624132416330146063431211214233055062630134215511422245255246562422345225202012104004326014033660261425402453455001552221144503461260456450356506305326650463606063212010
213, 5.700100, 163324445460016506020010300564264521416605501236000112110266150203565366101103134416330146063421211214236055012630133215311625245255246322455645301632051101054120143033660261425402453455001552221114503461260456450356106002336652163036163512030
214, 5.100100, 263322365060016506050060300014204521416601501236000112110266150203465366201624134416331146063431211214236055062630133215511625245555206342455642205602351101054126114640460261425002455455116252224114503411260456450326356005326652163035163236030
215, 5.300100, 262662363360116506020060300014516561416635501236000112110266150203365366201624134466430266163401212213236055062633111215311625245255246322455645301632051101054120143033660262425402455455121552221114503462250453455156306005336651412606163512234
216, 5.200100, 222662363360116506020060300014516565436511501236000112110266150203465366201624134416131146063431211213236055062633111215311625245255246322455645301632051101054120143033660262425402455455121552221114503462250453455156306005336651412606163512234
217, 5.400100, 263320163360116506020060300014516565433006101136000126110266150203565366204624134416331146063431211214536055062630103215511622245255246322455645301632051101054126144033660261425402456455146252224114003411260456450356106005336652163036166522034
218, 5.600100, 266422363360016506025060300564264521416605501236000112110266150203065306201644134416331146063431211212236055062633111215311625245255246322455645301662051101055120143033660261425402455455101552221114503461260456450356106205326642163036163512030
219, 5.300100, 265402465360016506020060300014516521433006101136000126110266150203565166204634132416430146063431611214636055022630103215511622245255246362452345223202011101054124144033660261425402453455502552326514233461250453455156306005336651412606163512234
220, 5.300100, 266422563360416506020060300014264521416601501236000112110266100203465366204624112416330142063431211214236255062630111215311625245255246322455645301662051100054120143033660261125402453455502552326514233411260456450326506005521641463460163236030
221, 5.400100, 266422163360616506020060300014266565433003101136000126110226110243565266101124134416330246064441211214236055062030133215311625265255246322455645301632051101054120243033660262425102455455101152221114503461250453455156306005335651412603163512234
222, 5.200100, 266422303360016506025060300014264421416601501236000112110200650203565266101124134416330246064441211214236055062030433215311625265255246322455645301632051101054120144033660262425402455455001552221614003411260456450356506005521641463466163232230
223, 5.500100, 265422363360016506022063300014264221416601501236000112110206100203465366204624112416331146063431211214236055062630103215511622245255646342455642205602351121054126144033660261425402453455001552221614003411260456450356506005521641463466163232230
224, 5.400100, 266422163360116506060060300014516565433006101136000112110266150203465366201624112416330142063431211214236250062630111215311625245255246322455645301662051100054120543040460261425402455455502552326514233461250453455156306005336652166035163236031
225, 5.200100, 265422303360016506025060300012216555433006101536000126110226110443565366204624134416330146063431231214236055062630133215511625205555206342455642205602351121054326644033660261421405453455001552221614003411260456450356506005521641463466163232230
226, 5.200100, 265422363360016506022063344014266565403006101136200122410206650513465366201624132416230146063441211210236055062030133415511625245555206342455642205602351101054120143133660262425402455455121552221614003311260456450556506005521641463466163232230
227, 6.000100, 163324425460016506020060300014264421416601501233000112110266150203065366201624134416331146063431211214236055062633151215610625245406246360455645205602351121054120144033660262425402455455001552221614003411260456450356506005021641463466163232230
228, 5.500100, 263320163060016500022063320014264221416201501236060112110266351253563366104624112416331046063431201214236055062653103215311625245255206322455645301662051100054120143033660261125402456455005552201114053451250453455556106005336611412616163112531
229, 5.700100, 266422163360116506020060300014546565433006106136060112110266150203465366201624114416330142023431211214236053062652103215511622245255646342455645105302051161054126143033660261425402456455005552101114053451250456450356506005021641463466163232230
230, 5.500100, 263320163060116506025060300014264521446605501236000112110266150203065306201644134416331146063431201214236055062030533415511625245565256342455645301662051100054120143033660261425402453455001552231610033461250453450156506005521641463466163232230
231, 5.400100, 263320163060016500021063320014264521416201501233060112110266351253563366104624112416331046063431201214236055062653103215511622245255646342455642205602351121054120144033660262425402456455005552326514233441260456450326506005336621412606163112230
232, 5.400100, 266422303360016506025060300014264421416601504236000112110200650203565266101424134416330216062441201214236055062553103215311625245255246322455645301662051100054120143060460261425405453455001552221614003411260456450356206005521641463466160132230
233, 5.300100, 263320163060116306025060300014264121446605501236000112110266150203065306201644134416331146063431201214266053562653103215511625225255242522455645301662051100054120143060460261325402455455502552326514253451250452455556106005336611410606163112231
234, 5.300100, 263320163360136506020060300014316555433006101236200126110266351253063366101406134215330146006431614214236055062653103215511325345555446322455645301632351101004120243033660662425402453455001552231210033461250456450356506005321641463462163232230
235, 5.000100, 263320163360136506020060300014316555433006101136001112110266550103066366202624136416330142061431211214236250062630111215211625245255646342455642205602351121054326643033660261425402456455005552101114053451250456450356506005031641463466163232230
236, 5.300100, 263320163060116306025060300014264121446605501236000112110266150213065306201644134416330142003431614214236055062653103215511325315555206342455645301662051100064120143033660261425402453455031552221614003411260456450356206005521641463466160132230
237, 5.300100, 263320163360136506020060300014316555433006101136000112510266150203045306201644112416330142063431213214236250062630111215311625245255246322455642205602351124054126143033660261425402456455005551201114053451550453450356506005521641463466163202230
238, 5.500100, 263320063060016500025060300014264121446605501236000112110266150213065306201644134416330142003431614214266053562653103215511625225255242522455645301662051100053120143060460261425402451455105551201134053451550453450356506005521641463466163202220
239, 5.300100, 263310163060016506020060300014316555436201501233060112110266351253563365104620112416331046063431201214236055062653103215521325225255242522455645301662050100054120143060460262425402456455005551201114053451550453450356506005521641463466163232230
240, 5.300100, 266420303360016506025060305014264525416605501136000112110266150203063366101406134215330146063431211212236055062652103215511622245255646342455645105302051161054136143043660261425402455450005552221614003411260456450356206005521641463466163232230
241, 5.100100, 263310163060016506020060300014316535436201501233060112110266351253563365104620112416331046063431201214236055062652133215511526205552206342455635105602351165054120146060460261325401456455005552626514233441230454450356506005501641463466163232230
242, 5.400100, 260422303360016566020060300014516541416605501236000112110266150203065306201406134215334146063431211212236055062652103211511625245505206342455645301662051100044120143033660662425402456455005552221614003451260456450356504005521641463466163202230
243, 5.100100, 163324425460016506020060200014264520440605501236000112110266150203065266102624112416331046016431514214236055062653103215511625225255242522455615301662051100053120143060460261425402456450005552141114233441260456450356506005521621463066165132230
244, 5.300100, 266420303360016506025060305014264525446601501233060112110266150203065306201644134416321146263431211214236055062653103215511325345555046322465615301632351101004120243033660662425402453455001552236614233451260454450356506005521641463466163232230
245, 5.100100, 162320303360016506020060304014201524446605501236000112110266150203065366101406131215331046064431201214236055062653103215511325345555446322455645321632351101004120243033660261425402453455001552221614223441160456450356506015521641463466163232230
246, 5.200100, 266420303360016506025066304014264425416605501136000112110266150203063366101406134215330146216401511212236055062652103215511624245255446322455645321632051100044130143033660262425102453455001552231610033461250453450356506006521641463466163212230
247, 5.100100, 163324425460611506020060304014264525416605541236000112210266150203065366201622112415330146003431611314236250062630533215521325245555206342155645301662051100054120144030666201425402453455065552236210030463250456450356506005521641463466163202230
248, 5.400100, 266422562360016506025060305014264525416645501136001112110266150203063366101624112416330142063431211214236025062630133215511626305555256342455645105602351161054126443033660261425402453455001552221614003311260456450556505005021641463466163232230
249, 5.500100, 266420303360616506025066304014264425416305500136000112110266150203063366401406134215330146216431511212236055062653103215511305345555046322465615301636351101004120243033660261425402453455005552236210036463250456450356506005521641463466160132220
250, 5.400100, 266420303160416506025060305414264525416605501136001112110266100203063366101406134215334146053431614214366053062652103215111602245255542522455645301662051100044130143023660260422432453455005052145114233411260456450356506006521621463066165132230
251, 5.300100, 266420303360016506425066304014264425416605500136000512110266150203063366401401134215330146403431611314236256062630533215511305345655046322465615301632301101004120243033660662425402453455001552231610033461250453450356506006521621463066165132230
252, 5.200100, 266420303360016506425066304014264425416605500136000112110266150203063366401401134215230146003436611314236256062630533215521325245555206342455645301662051161044130143033660262425102453454005552231610033461050453450356506006521621463066165132230
253, 5.100100, 260422303365016500021063320014204525416006501136000112110266150203063365201624012215330146216401511212236055062622103215511624245255446322455645321662051100044130243433660261425402453455005552141114243441260456450356506005521611463066163132230
254, 5.100100, 260422303365016500021063320014204525416006501136000112110266150203063365201624042416330122063431212614236055166653103215511222255255646342455625101662051100044130143023660262425102453455005552141114233441260453450356506006021641463466163212230
255, 5.200100, 265422562360016506025060304014244525416645501136001112115266550103426366242406134215330146063431211212236256062630533215521325245555206342455645301662051161044130143033660262425102453454005552231610033461050453450356506006521621463066165132230
256, 5.400100, 266420303360016506025053320014204524446605501136000112110266150203062365201624112416030146403431511212236055062652103215111602245255552522455645305102351161354126443033660262125102453455001552230610033463250453450356506006521641463466163213230
257, 5.400100, 265422466360016506025060304014264525410655501136000112110266150203060366101626112416330542063431211210236053052654103215111602245245552522455645305102351161054126443033660262125102453455001552230610033463250453450356506006521641463466163213230
258, 5.200100, 265422566360016506025060300014264525416645501136011122110266150203060366101624112416330146216431511212236055064652103315511622045555646342454625105302051101004120243023660232425102453455001554231610030461250453450356506506021641463466165132230
259, 5.600100, 516430303160316506025060304014201524446605501136000012110266550203063365201624112416030146403431611212236055064652104315011622055255646342454645102302051101004120243033560261025402456450005552141114233460250453450356506006521621465066165132230
260, 5.200100, 665422566360016506025060304014264525410655501636000112110216550213013366601624112416330122063431554212236053052654103215111102245055552522455645303102351161054126443033660262422432453455405052145114233411260456450356206006521641461466161132230
261, 5.200100, 516430303160316506025060304014201524446605501136000012110266150203063365201624112416030146403431612212236055064652103315511622045555646340454665105302051101004120243033660261425402453455005552231610033461050453450356506006511601463066165132230
262, 5.600100, 266422564100010500021053320014204525516006101136001102125666550213013366601624112416330122063431554212236055063652104315511622055255646342454645102302051101004120243033560261425402456450005552121114230461250453450356506506521641463466163213230
263, 5.000100, 516430303460316506025060304014201514446605501136000012110266150203063365201624112416030146263431211262236055064152103315511622055255646340455625101662051161044130143033660262425102453454005532231610033461050453450356506006521641463466163213230
264, 5.300100, 266420303360011506025046304010264425516606101136001112115262550603020366101604113416330146216431511211236256062630533215521325245555206342455645301662051101004120243033660262425102453454005552231610033461050453450356506006521621463066165132230
265, 5.600100, 265422566360016506045060300014264514446605531136000012110266150203063365201624112416030146403431211212236055064652103315511622055255646342454665101662051162064120144030666206425402453454005552121114230461250453450356506506521641463466163213230
266, 5.100100, 163420303330011506025060304014201514446605531136000012110266150203063360203624112416030146433431611512236656062630503315511642055255646342455615301636351101004120243033560261425402453455405552121114230461250453450356506506521641463466163213230
267, 5.500100, 266422564100016500021053320014204525516006101136301102125661550203060366101606112415330146063421211212236055064652103315511642055255552522455345323102051101004120203033560261425402456450005552121114230461250453450356506506521641463466163213230
268, 5.100100, 163322566360016506021066354010264425516605500136000112115266550103426366242406134215330146216431511212236054063652103315511622045555552522455645323102051101004120243033560261425402456450005552021114230461250453450356504006511101462066165132230
269, 5.600100, 516422566360016506045060300014264525416605500136000112115266150102060366102624112416330142063431211212246053052654103215311602245255552522455625101662051661044130143033660262425102453453005532231610033461050453450356506006521641463464163133530
270, 5.200100, 266422564100016500045060300014264525416605500136000112115266150102060366102624112416330142063431211212246053052654103215311602245255552522455625101662051661044130143033660262425106453453005532231610033461650453450356506006521641463464163133530
271, 5.200100, 163322566360016506021060320014204525516605531136000012110266150203063365201624112416030146403431611212236055063652103315511622045555552522455645320102051101004120143033660262422452453455005532231610033461050453450356504006511101463066145132230
272, 5.400100, 516422566360016506021066354010264425516605500136000112115266550103426366242406134416330122063431544212236054063652103315511622045555552522454645002362051101004120143033660262422452453455005532231610033461050453450356504006511101463066145132230
273, 5.300100, 566422303360016506021066304015264425516605500136000110115066550103426366242406134215330146216431511212236054063652103315511622045555556342454645102362051101004120143033660262425102453454005552231610033461060453450356506006521641463461563213230
274, 5.400100, 566422303360016500021053320014204525446605531136000012110262550603020366101424112416330322063431554212236055063652103315511622045555552522455645323102051301004120243033560261425402456450005552241114231461250453450356504066511101462066165132230
275, 5.600100, 566422503360016500021053320014204525446605531136000012010266150203463365201624114616030146403431611212236055063652103311511622045555645342454625604002051101004120246033630261425602453455005552141610033461050453450356506006521641463466163213230
276, 5.400100, 566422003360016500021053320044264525416645501136001102115266550103426366241604112416030146403431611211236256062652102315521325245555552522055645301602051161044130143433660262425102453454005552231610033461250453450355504006611101462066165132230
277, 5.100100, 566422003360016400021053320044064525416635501136001102115266550203063365231624112416030146403431611212236054063652503315513642045565645342454625604302051101004120246033630261425402453455005552141610033461050453450356506006521642463464163132530
278, 5.100100, 016423566360016506021066354010264625516605506136000112115266150103063365201624114616030146403431611212236055063652103315511622040555645342454625604302051101004120246033660262402452453454005552231610533461050453450356506006521641463464163132530
279, 5.500100, 163422564100016520041053320014064525416635501136001102115266550203063365231624112416030146403431611212236054063652503315513642045565645342454625604302051101004120246033630261425402453455005552141610033461050453450356506006521641463464163132530
280, 5.600100, 562402003360016500021053320044204525246605531136000212110262550603020366101424112416030142063431211222246156052654103215511622040555645342454625604302051101004120246033660262402402456450005352131610033461260456452652206006521620463066165632230
281, 5.500100, 566422003360016500021053320644204525546605331136000012110266150203463365231624112416030146403431611212236054063652503315513642040255645342454623604302051101004620243033660260425405456450005532021114230461250453450356506506521641463464163132530
282, 5.400100, 663420303361011506445066354010264425516605506136300012110266150203063365201624112416030142063431211222244156052654103215513642045565645342454625604302051101004120246033630261425402453455005552141610033461050453450356506006521642463464165132230
283, 5.400100, 566422003360016500021053320044204525546605531136000012110266150203463360201626134216330122603430554212236056063652103315511622045555646342454625604302051041004120143033660262425302453455005552141610033461050456452350506006521620463465163213240
284, 5.100100, 363422562130016520045053320014064515416635331136000012110266130203263365201624112416030112063431211222246156052654102215513642045565645342454625600302051101004120246003630261425402453455005152021610033461050453450356506006521651463426165132230
285, 5.400100, 063422564100016520021053320014304525516005501136001112110266150203463365101424112016030146403431211212236054063652503315513642045565645342454625654304051101005120213033560261425402456450002152021610033461050453450356506006522641463466163213230
286, 5.300100, 263422564160016500321053320010264625516605631136042012010266150203463065201624114316030146403421611212236152052654103223521325245555246342454625654302051101005120243033560261424402456450005552141610033461050453450356506006521642463465163213230
287, 5.600100, 566420303361011506445066334010264425516605506136300012110266150203063365201624112416030142063431211222246154063651103315510620045555552522455645320102051161044130143033660262425402456450005532221114240461250453450351506506521641463464163132530
288, 5.200100, 263422564150016500321053320010264625516605631136042012010266150203463065201624114316030146403431611232236055063652153215521325245535246342454625654302051101005120243033560261425402456450005152021610033461050453450356506006521641463466663213230
289, 5.400100, 163402562130016520043053330014024515416635331132000012110266130203263365201624112416030112003431211222246154063651103315510620045555556522455645320102051161044130143033560261425402456450005532221114240461250453450356506506521641563464143132530
290, 5.300100, 263422564150016500321053320014064515416635311136002012010266150203463365201624114616030146403431611212236055063652153215521325245535246342454625654302051101005120243033560261425432456450005532231114230460250453450356506506521041563464143132530
291, 5.400100, 263422003360016500021053320044204525546605531136000012110266150203463365101424112416030146403431211222236150063651603315510620045555552542454625600302051101004120246033630261425402456450005552141610033461050453450351506506521641463464163132530
292, 5.400100, 163402562130016520041053320043004525546605631136000012110266150203463365401624114216030146403431611212236151052654103215521325645555246342554625600302051101002120246033560261424402456450005152023640033461050453450356506006521641463466663232530
293, 5.000100, 163422564160016500021053320014064515416635331132000012110266150203063365201524112416030142003431211222246154063651103315510620015555556522455645324302051101005120243033560261425432456450005532231114230460250453450356506506521041563464143132530
294, 5.850100, 163422564100016520045053320043204515416635331132000012110266150213463065201624114216030146403431631212236156052654153215521325645555246342454625600302051102004120246033560261425402456250005152023640033461050453450356506006521641463466663232530
295, 5.900100, 263422564150016500021053320024204525546305531136300012110266150203463365201624114216030146403431631212236150063651603215521325245555552522455645320102051161044130143033660262425402456450005532621114230466250453450356506506521641463462163132530
296, 5.600100, 560420303361016500121053320010264625516605631136012012110266150203463365101224112416030146403431211222236150063651603315510620045555552542454625600302051101004120246033630261425402456450305152021610033466050453450356506006521641463466661213230
297, 5.600100, 163402562130016520041053320043004525546605331132002012110216130233463365101224112416030146403431211222236150063651603215521325245555542522455645320102051101034120243030660222425402455456005532231114240462150453450356501106521041563464143131560
298, 5.300100, 263422564150016500061053320024204525516305531132000012010266130203263365201624112416030112403431211252246154063651603315510620045555552542454625600302051101004120246033630261425402456450005552141610033461050453450351506506521641463464163132531
299, 5.400100, 566420303361511506045053320043204515516605631136042012014266150203463065211624114316030546403431211222246154063651153215510620045535246342454625654302051104005120543033560261425432456450005532231114230460250453450356506006521620463465163213230
300, 5.200100, 263422564150016500021066320044244525513106531132000012010266110223263365201625114212030146403231631212636156063651603315510620045555552542454625600302051101004120246033630261425402456450005552141610033461050453450351506506521641463464163132531
301, 5.400100, 263422564150016500021066320044244525513105635136052012014266050203263065211626134216330122603431615212235656052654103511524320545553246342054625654302051101034120243030660022425402455456005532031114240462150453450356501106521041563464143131560
302, 5.400100, 263422564150016500021053320014064515415635331132000012110262110433263365201624134216330112403431211222236150063651603215521325245555542522155645320102051101034120243030660222425402455456005532221114540461250453450351506506521641463444163132530
303, 5.200100, 263422564150016500021053320014064515116633031132000012110266130203263365202626134216030512403431211222246154063651153215526425245535146342054625654302051101034120243030660022425402455456005532031114240462150453450356501106521041563464143131560
304, 5.600100, 213422564650016520045053320014064625516605431136042012014266050203263365201624114216030146603431211222236150063651603215521325245555542522455645320102251101034120243030660222425402455456005534231114540461250453450351506506521620463465162213230
305, 5.200100, 566420303561016506345566320014264515416635031132000012110260110203263365201624112416030112403431211252246164463651103315510620045555552522455645324302051161034120243030660222425402455456005532231114540462150453450356501106521040563464643131530
306, 5.200100, 566420303361011506445066325044204225416635031132000012110266130103263365201624114212030146403431631412636154063651603215521325245555542522455645320502051101034120243030660212425402451456005532231114540462150453450356506006521341463466661213560
307, 5.100100, 263422564661016520045053320014064515416635331132000012110263150203463365206624134216030146403431211222236150063651603215526325245555542522455645320102251101034123243030660522425402455456605532231114540461250453450351506506521641463464163132530
308, 5.500100, 263402503341011506345366320014064515416635031132010012110266150203463365206624134216030146403431211222236150063651603215526325245555542522455645320102251131034123243033360261425432456450005532231114230460250453450356501006521620463425143131560
309, 5.000100, 263422564150016520045056320044244125516635061132000012110266134103203365201624114216030146203431211222236150063651153215226525245555542522455645320102051101034120243030660222425402451456005532331114540462150453450356506006521341463466661213230
310, 5.100100, 262422564150016500046053322024204305546635331132000012110261130203263365242624114216030146203431211252236150060651153215226525245535142542454035654302051100005120243003550261421432456450005532231514540461250453450351504506521641463444163132530
311, 5.300100, 263402503341011506345366320014064515416655031132020012110266150203463365206624134216630146403431211222246154063651600215521325245555542522455645320102251101034220243030660232421432456450001532231114240461054453450356506006521641463466640213230
312, 5.200100, 263422564150016500021053320014064315116633031132020012110266150203463365206624134216630146403431211222246154063655153215226525245535142542454035654302051100005120243023560261421432456450005532231114240461250454450356501106521040563464143131530
313, 5.800100, 566420303561016506345566320044205225414635031132000012110266130203263365201624112416030112403431211212636154463651633215521325245555542522655645320102251101034120243030660232421432456450001532221014540461250453450351504506521641463466661213230
314, 5.300100, 566420303361011506445066325044205221414635031132000012110266130203263365201624152416030112403431211252246164552655103515024320245563246342054625654302051100005120213003560261421432456450005532231114540462150453450356506006521341433466661214230
315, 5.500100, 263442503341011306345366320014064515416635031132000011110266130203263365204624412416430112403431211252246164552655103515024320245553246342054645310102251101034123243030660522425402456450001532221514540461250453450351504506521640463466661213230
316, 5.700100, 263422364661011501046053322024204305414635031132000012110266130223263365206624134216630112403631211222236150063656603215526325245555542522455645320102251101034123243030660522425402456450001532221514540461250453451351106006521041563464143132530
317, 5.300100, 566422564150016506046053322024204305546635331132000012110266130203263365242626134416430112403431211252246164552655103515024320245553246342054645310102051100005120243023560261421432456450005532231114230461050453450356106006221620463424643132530
318, 5.600100, 566420303361011506445066325044205221414635031132000012120260120203263365201624112411030116403431211222246154063655153215226525245535142542454025654302051101034420243003560261431422451456005532331114540462150456450351504506531641133644163132530
319, 6.000100, 566420304150016506345566320014564515416633031132000012110200110203233365201624012216030146403331631213246104013650103315510620045555552542454035654303051661044530643023560231431432456450005532231164240461050453450356500002521341463460661213560
320, 5.400100, 263422564661016526345366320014064515416625031132000011110266130203263565204624412416430122403435431212345154063611603215521325245555542522435645320102251101034220243003560261421432456450501532231114230461050453450356106006221620463424643132530
321, 5.400100, 263442503341011306345366320014064515416625011142000011110266130203263365204624412416330112403435431212245154063411603215521325245555542522455645320102251101034220243003560261421432456450001532221514540460256453452356506006561660463425161213230
322, 5.400100, 263442503341011306345366320014064515416635331132050012110266130203263365602626134216030546403451211522236150063651603215526325245555542522455645320102201101034220243003560261421432456450001532221514540460256453452356506006561620463425161213230
323, 5.100100, 263442503341011306345366320014064515416635031632003011110266130203263365204624412416430112403431211252246164552655103515024320245555542522355645320100201101034220253030660232421432456450002532231114240463054453450356606006221620463424643132530
324, 5.100100, 263422564661011306345366320014064515416625534132000011110226130203263365204624412416430122403435431212345154063611603215226525245555542522454025654305051101034420243003560261431402451456005532231114540462150453450351106106221630463424444132530
325, 5.100100, 263422564641016520045455322024204305546635333432004012120260120205263365602326412416430120403435431252246164552655103515024320245535442542454035654302051100005120243023510261421434456450005532231114230461050453450356106006221620463424643132533
326, 5.300100, 263422564641016520045455322024204305546635333432004012120260120205263365602626132216020116403431211622246064552655103515024620245553246342054645354303051661044130643003560265431402452456005532431164240461050453450351106106521041563464143631230
327, 5.700100, 566420303560011306345366520014064513416635031132001011110266130203263365204624412416430112403431211252246164552655103515024325245555542522454025654305051101034420243003560261431402451456005532331114540462150453450351100002521341463460661213560
328, 5.500100, 263422564661011306345366320014064515416625534132000011110226130203263365204624412416430122423445431252345154063611603205521325245555542522454025654302251101004220243003565261421434456450005532231114230461050453450356106006221660463124643132530
329, 5.400100, 263442503321011006345366320014064515546625534132000011110226130203263365204624412416430122423445431252345154063611603215521325245555542522454025652302251103005120243003560261431402451456005532331114230461050453450355106006221620463424643132530
330, 5.400100, 263446503341011306345366320014064515416635031632000011110266130203263365204424412411435112403431211222232154063251153210521325245555542526450025654302051161034420243003564261436402452456001532225014540461252452450351506003261620463425161213230
331, 5.700100, 263446503341011306345366320014064515210625011142000011110266130203263365204624412411320112423445431212345154063611603215221325245555542522435245320132651101034420243003560261431402452456005512431164240461050453450356506006565620463425161213230
332, 5.600100, 263446503341011306345366320014064515210621011142000011110226130203263365204624412416430122423445431252345154063611603215521325245555542522454025654302251111034620243003100231431432456450005532231164240461050453450356500002521341463460663132530
333, 5.100100, 066420303560011306345466520014064515516635031132002012110266131203263365602626134216030446402431211222246154033655153215226525242535142542450025320134651101034420243006565261421434456450001532221014540461252452450351506006221620463424643132530
334, 5.600100, 566420303341011320045053320014004305546635333432000012120260140205263365602624612411435112403431211222246064552655103515621325245555542526450025650152251111034060243003564261431402452456005532431164240431050453450356506005561625463425161233230
335, 5.200100, 263446503341011306345366320014064515416625011132000411120226130203263365204624412411320112403435431212245154060611603215521325245555542522454025652302255103505120243003560061431402451456005532331114230461050453450355106006221620163424643133230
336, 5.500100, 153442503341011303345366320014064515416625011132000011120226130203166365504624412416430122403430431622232154063651153215226525242535142522454025652302251103505120243003560261431402451456005532331164240461050453450355106006221620463424643132530
337, 5.000100, 263422564241216522045366320014064515546625534102000011120226130203166365504624412411320112423445431212345134063611603215221325242535142522454025652302251103505120243003560261431402451456005532331164240461050453450355106006221620463424643132530
338, 5.000100, 263446503341011306345366320004064515210625011142000011110266130203263365204624412411325112423445431212345134063611603215521425245555542524454025654302251101004220243003564261431402452456045532131164242461050453450355106006224620463424643132530
339, 5.400100, 153442503341011303345366320014064515416625011132000011120226130203166365504624412416430122403536431622232154063651153215226525242533142522454025652302251103505120243003560261431402451456005532331164240461050453450355106006221620463424643132530
340, 5.300100, 263446503341011306345366320014064305546635333432000012120060140205263365604426134210030446403431211252246154033654153215226525242535142522454025652352251111036560243003560261231452452450025532231114230461050456450355106006221620462424643132530
341, 5.600100, 263446503341014306345366320014066115210625011152000011110260120205263365602646135216035016403431431212046064552655103515621325645555142522454025652302251103505120243003560261431402451456005532331114230461050453450354106006221320463424643132530
342, 5.600100, 263446503341011306345366320014004305546635333432000012120260140205263365602624612411435112403431111222246064552655103515621325245555542526450025654302251101004220243003560261231402452456005542433104242461050453450151106166541330463404643132530
343, 5.700100, 263446503341014306345366320014064115210525011432000012120260140205263365602624612411435112403430431622232154063631153210521325045555542524454025654302251101004220243003660261231406452456005532430114260461050453450355506006565420463425161213230
344, 5.200100, 263446503341011323345366020014064545416625011132000041120226630203166365504654412411320112403430431322232154063655103515621325245555542526450025654302251101004220243003560261231402452456005542033104242461050453450151106166541330463404643132530
345, 5.400100, 263446503341011323345366300014064545416625011132560011120226630203166315602624414411320115403431211262240154033654153215226525242535146526400055650152251111036560243003560261231452452450005532231164230461050453450255106006121620463424643132530
346, 5.200100, 263446503341011306345366320014264305546635333432000012121260540205263365602624612411435112403434431212365154063611603215521325242535142524454035654302251101004220243003560261231402452456005532231114240463050453450356506006565420463425161213230
347, 5.100100, 263446503341014306145361220014066165210625033442000012121260540205263365602624612411435112403434431232365154063651153210521325215555542526450025650152156111024240243003560261231456452456001532431114230461050453450350106006221620463424643132530
348, 5.200100, 263446503341011306345366320014264305546635333432000012121260540205263365602624412411320112423441431212345134263611603215221325242535542522464025654302251101004420243005560261231402452456005542432104242461550453450151106166521330463404653132530
349, 5.600100, 263446503341014502335366320014064115210625011162000012120226630203166365504654412411320112403430431422232154063655103515621325245555542526450025654302251101004220243003560261231402452456005132231114240463050453450356556006565420463425161263230
350, 5.200100, 263446503341011323345366020014064545416620011442000012121260130205263365602624414411320115403431211262220124063655103515621325245555542526450025654302251101004220243003560261231402452456005132231114240463050453450356556006565420463425161263230
351, 5.300100, 263446503341011323345366020014064545416620011442000012121260130205263365602624414411320115403431211262220124063655103515621325245555542526450025654302251101004220243003560261231402452456005132231114240463050453450356556166521532163404643150550
352, 5.200100, 263446503341011323345053320014064515356605033242004012121260140205263364602524612411425112403431211262220124033654153215226523242535146522454025652354251111036560243003560261431406452456005542431164230461050453450151106166521532163404643130530
353, 5.200100, 263446503341014306145366020015066115210625033442000012121260540205263365602624612411435112403434431232365154063611603415521325242535142524454035654302251101004220243003560261231402452456005542432104242461500453450151106166521330463424643132530
354, 5.300100, 263446506341064306345166320014204515416625011662000011110266130203243335602624612414433112402431211222246064552655103515631325645555142522451025654302251101004220243003560261231402452456005542432104242461500453450151106166521330463424643132530
