generation, fitness, rule
175, 179.430099, 352355265656351555054424000150354515353650212155650355502045110252530341003055026652254031636350141641456156213331611032506460001203331642000614404051503661255540251256414120445022250252341153156360553504351250154243023303344110405113522615366
176, 191.490097, 352355465656351555054424000150354515353650212155653155252645102252630302653055026656202631655430111646426156013100612132506460000245334545002603661166502621062614251256413120445022250252341153156140553304321250253543120363312513425112046515066
177, 184.490097, 352355465656351555054424000150354510353650212155053154252045140252530302603055026652256535656356165620416146213133112032200563051243334542002603661166402621056144251256411422445122254253336153156140553304321250154241420333306165025502046615066
178, 189.190094, 352355465656351555054424000150354510353650212155053154252045140252530302603055026652256535656356165620416154214331611032506060001203431642000614404051503661255540251256414120445022250252341153156160553504362250154243320333344362025502046615066
179, 190.120102, 352355435656352555054424002150354415353650212155053154252045140252530302603055026652256535656356165620416154214331611032506060001203431642000614404051503661255540251256414120445022256252341153156160553504362250154243320333344362025502046615066
180, 196.050095, 352355465656352555056252050150354515353650212155653465252245140252530301003055026652254031636350141643456156213331611031506460001203331642000611153511503661655245251256414120440022250251341153156140553304321150654241420333344365125502046615066
181, 200.130096, 352355465656351555054024000150354515355650212155650355502045110252530341003055026652256031636350141641456156203331611032105460000245311642004613464151502621056144251256414120445022250252341153156140553004326250154212023303344110405112522215666
182, 202.850098, 351355465656351551054424000150354515353650212155053154252045140252530302603055024652256535656356165620415146613133112362606060100245334542002203661166550663255540251256431122445122251251356153156140353364021250154245320363342113052112562635336
183, 199.380096, 352355265656351555054424000150354515353650212155053154252045145252530302603055026652254031636350141640456156266131611032105060000245311642004613464151502621056144251256431122445122251251356153156140353364021250154245320363362113052112522615366
184, 209.510101, 352355465656351555054424000150354510353650212155053154252045140252430302603055026652256435656356165620416146214251611032506465001203331642000614464051502666255540251256431162445122251252340151154140353304322250154243320333344362325502040615666
185, 212.200104, 352354465656351555054024000150354215353650662155653345502045140252630641003055026656256035656000665611426154464350112262306360000243521556002613664151650611255614251256441120445162251251356153156140353364021250154245320363362113052112522615366
186, 204.890091, 352355465656351555056252050150354511353650212155653465252045141252530302603055026652254031636350141643451652011100614332506460001243334522002613664151650611255664251256441125445022250252351153156160553504621250154243023363346163055152522615636
187, 204.240097, 352355265656351555056252050150354515353650212155653465252045140252530302603055026652254031636356165620416146214251611032506060001203434542004603661166442621056244251255410120445032250251051153156140553304321256654241450333344365025604046645066
188, 210.880096, 352355465656351555054024000150354510353650212155053154252045141302530302603055026652256435656356165020416146214551611002506060001203335502052613154501003661156242251255463120445522250252340151154140353304322250151243020335344365525412522614366
189, 208.120102, 352355465655352554056252050150354515353050602155653243250045406252520162603055026652256535605056165620416146214611311032566465001203331642030614264051503625255614251254441122445122251253356153156140553504321250154241410333306165025502046616636
190, 208.250092, 355355465655352554056252050150354515353050212155650354252045140252520162603465026652256535656356165620416146214611311032566465001203361642000614464051502625255614251254441122445122251253356153156140553304321252654241450333344365025502046615066
191, 213.720093, 352355465656351053056252000150354515353650612155053154253045545252530302603055026652256535656156165600426146214611311032566465001203331642000614264051503625255614251254441122445122256253356153156140553504352250154243320333344362325502040610666
192, 214.500092, 352355465656351555054024000150354515353650212155653155252645165253530341003055025652254031653356101601426452064350112262306360000243521556002603663166402621051144251255411120445022250251051153156140153304322250154243325333344365025602522614066
193, 221.420105, 352355465656351053056252000150354515353650612155053354253045545252530352603055026652256535656156165600426146214611311032566465001203331642000614264051503625255614251254441122445122256253356153156140553504352250154243320333306165335502046616636
194, 218.190094, 352355265656351555056252050150354515353650662155653213250045140232630645003055026656256035656000665612426154464350112662306360001233551556002603663166404621051144251255411120445022250251051153156140153364001250154245320363362143052122522315366
195, 211.280090, 352355465656351555050024000150354515353650212155653155252645165253530341003055025652254031653356101601426452064350112262306360000243521556002603663166402621051144251256441122445126251253356151156140553301321150654245320363362113052112522614336
196, 215.490097, 352355265356351555054024000150354515353650212155653155252645165252630625003055026656256035656300165641016154215334662262301366000263334566002603663166402621051144251256441122445122251253356151156140553301321150654241420063362165325502046616636
197, 215.370102, 352355465656351053056252000150354515353650212155653465252045140253530341003055025652254031653056101601426452064350112262306360000243521556002603663166402621051144251255431122445522250252340151154140353304322250154243023303344110405112522205666
198, 230.100098, 352355465656351053056252000150354515353650212155653465252045140253530341003055025652254031653056101601426452064350111032566465001203331642000614244051503625255314251254411120245222250250356153156140354364010250254441020333344365525412522614366
199, 224.280090, 352355465656351555054024000150154515353650662155653465252045140253530341003055025652254031653356101601426252064350112132506360100243031642000614464051502621056114251254441122445122256253356153156140553504352250154243320333306165335502046612366
200, 223.370102, 352355465656351053056252000150354515353650612155053154253045543253530341003055025652254035653556101601426452064250112262306360000243521556002603663166402621051144251255431122445122251253356153152143543304321250654243320333344113055112522614056
201, 226.290100, 352355465656351053056252000150354515353650612155053154253045543253530341003655326652256335656336601606426556214611311032566465001203431642000614264051503665255614251254451122442122251253356153156140553504321150154243320333344362325115542615366
202, 230.050095, 352355465656351053056252000150354515353650612155053153253045165253530341053655326652256335656356101601426452011605611032566465001203331642000611411051502625255614251256412324245222251250356153156140354364010250254441020333344365525412522612366
203, 219.520096, 352355465656351053056252000150354515353650612155053153253045165253530341053655326652256335656356101601426452011605611032566465001203331642000611411051502625255614251256412324245222251250356153156140354364010250154243310335306165025502046665064
204, 220.800095, 352353465656651553056252000150354315353650212155653155252645165253500341053651326652256335656356401601426452011605651032566465000243521642000414464051502621056144251254441122445126250253356151156140553361321150654245320063362165325502046616636
205, 219.080093, 352355430656351053056252002153354215353650212156653065252341140252630302603055326652254031653556101601426452064350112262306360000243521642000614464051502641255540251251414124445222254252346153156140553301321150654245320363366113052112522614336
206, 223.500092, 352355435656351555054054000150354115353650212155653155252644165253500641053651326652256335056356401601426452214250112032306360000244321642050613664151602621056144251254341120445502250253340151154140353302322250154241023406444362362112526616636
207, 224.640091, 352355435656351053056052030150354515353650212155053066252045140252530305603055616652251535656356101601426452011605651032566465001213331642000614464051502621056144256256441122445122254252346153156140553301321150654245363033344362325012522611064
208, 227.600098, 352355462656351053056252000150354510351650632155053151253045543253530341053655326652256332656356101601425452064350112262306360000203331642025613664141505625252614251254441122445122250251053154156140353304322250151213320363362113053112522614336
209, 232.380096, 352355465656351053056252000150354515053650612155053465252645165253530341053655326652256535656356101601426452011605651032566465001213331642000614464051502621056144256256441122445122254252346153156140553301321151654245363033344362325012522315366
210, 231.100098, 352351435656351055056254000150354515353650612155053153653045165253530341053655326652256435656356101605416146214251611002506460000241321642025613664141505625255614251254441122445126251253356151156140553301321150654245320363362313052112522614336
211, 222.750092, 352355465656351053056252000150354510351650632155053151253045540232530341500055026652251035656346101601425452064350112262306360000203331642004613464141505625255614251255441122445122250251051154156143353304322250154235321363364162325502046616636
212, 228.250092, 354351435656351055056254000150354515353650212155653465252342146252330343053655326652056335656356101601425452064251611002536460000241321642025613664141505625255614251254441122445126251253356151156140553301321150654245320363362363052112522614346
213, 231.850098, 352355435656350053056252002153354215352650612155053155252046240302530332603055026652256335050356401601026452214251111062606466001203331642000614464551502621255614251256412322445126251253356151156140553301226150654245320363364613062112552616602
214, 234.360092, 352355465650351453056254000150354510355650612150053154251045143253530341053655326652226335656356101601425452064650112032606060100244321642050613664151605665255614251251412320245222250251051154156140553304322250154241020333344362225502046611064
215, 226.190094, 352355465650351453056254000150354510355650612150053154251045143253530341053655326652226335656356101601425452064650112032606060100244321642050613664151605665056143256256441122445122254252346153156160343301321151654345363033344362325012522615636
216, 227.330093, 352355465656351053056254000150354515353150612155053066252045140252530341053655326652226335656346101601425452064650112032606060100534321642000613664151605665555611251251412320245222250251051154156140053304322250154241424063362363052112522611346
217, 241.090103, 352355465656351555056252050150355514350650632155053151253045543255530341053655326652256335056356401605426462214250112032306350000244321642050413664151605625255613251255414124445522254252346154156141353304322250654241020332334365505502046615066
218, 227.020096, 352355435656351053056254000150354515353650212155653551254045543253530341053655326652226332656356101601525452064650111032566360000203331642025613664111505625255614251256441122445122254252344153156140553301321151654345363033344362325012522615636
219, 229.920105, 352355465656352555056252000150354515353650112155053155252042140252530341053255326652256435656356101601426452011601611032306360000243521342000414464051502621066144256256412322445126251250356153156140553301321150654253320332364362325112522365366
220, 231.650101, 355352435656351053056252002150354515353650212153653155252244165253500641053651326652256335056356401602426452014250112032306360000244321642650413664151605625255613251255441122445122250251051154156140553301311150654241410333306164025502046605064
221, 232.040100, 352355465656351053056254000150354515353650612155053151253045543255530341053655326652256335056356101601425456214611311062566360000244321642050413664151605625255614251255441322445122250251051151155140353304322250154541020363362162325502046615066
222, 233.380096, 352351435652351055056254000150354115353650212153653655252644165253500641053651326652256335056356401602426452014250112032306360000203331642000614264151605465255610250254414124445522250251051154156140053304322250154241424063362363052112522611346
223, 238.700104, 355352435656351053056252002150354310355650612150055154451045442252536302603055025652256330655336101601425452064350112263306360000243501642000414464051502621066154256256412323445126251250356153156140354301321150654253320533314322326502046616123
224, 234.340103, 352355465656351555056254000150354115353650212155653164251044165253500641053651326652256365056356401602426452014250110032306360000244321642650423664151605625255613251255412322445426251250356153156140354364010650254412020332324113053112525615636
225, 239.300095, 352355465656351053056252000150354515353650212155653151263045543255530341053655326652256335056356101601425456214611311062266360000244321642050413664151605621056144256256412323445126251250356153156140354364010250154235320363364362325412522615316
226, 241.760101, 352151435656351053056252530153354515353650112155653155252042140252530341052651326652256335056356401602026452014250112032306460000241321642004615460141505625255614251255414124445522254252346154156140354364010250254541020332364362325112522365366
227, 240.400101, 352355465656351055056254000150354515353650112155653165252345540253530341053655326652256333656356101601425452064350111062300360000244321642050413664151505625255614251255414124445522254252346154156140354364022250154235320363324361525412522612236
228, 238.300095, 352351435656351003056252030153354515353650112155653164251044165253500641053651326652256335056356401602026452014350111066506466000243521042400414464051502625255613251255412322245422254252346154156141353304320250154235320363364115025112522365316
229, 242.150101, 353355465656351453056254000150354510353650612155053555253045544252530341053651326652256335655436101601425452064350115032566465001213321642004610464146505625245114251256412122445122254252346153156141353314322250154235320363324361525412522612236
230, 243.110092, 352355465650351453056254000150354515353650212155653555251044165253500641253651326652256335056356401602026452014250112032306360000244331642655613654051502621066144256255414124405522254252346154156150354364010650254412020332324113053112524615636
231, 244.470093, 352355465650351453056254000150354515353650212155653555251044165253500641253651326652256335056356401602026452014250132032306360000244331642655613654051502621066144256255414124405522254252346154156150354364010650254412020333306425125402036665064
232, 246.610092, 352355465650351453056252002150354510351050632155053151252046140253530341053651326652256335056656401606426451014250112002300365001203421642050413664151305625265644256255414124445522254252346154156150354364010650254412020332324113053112525615636
233, 244.780090, 352151235656351053056252530153354515353650112155653155252042140202530341052651326652256335056356401606026452014250112032306460000241331642655613654051102621061144256256412322445122256256356153156140354364012250154235320333314322326502026665046
234, 241.750092, 352356465656351003056252050150354515353650612155053154251044165253500631053651326651256335056656401606426456014255112002300365001203421642050413664151005625265644256255414124445522254252346154156150354364010650654412020333306425125402036665064
235, 245.030090, 352355365650351055056254000150354510353650012155053066254045165253500641053651326652256335056656411606426452014250115002350365006244321642050414364051502621066144256255414124405526254252346152156141353304310650254412020332324113053112555615636
236, 248.230103, 352355465656355053056254200150354115353650232155653155252042140202530341052651326652256335056356401606026052014250110032306360000300331542050413664151005625265644256255414124445522252252346154156150354364010650654412020333306424125402036665066
237, 248.150101, 350352465650351455056254300150354510351050652155656665242605165453500631053651326652256335056656401606425452014350111062300360000244321642050413654051502621066144256255414124405522254252346154156150354354050250154235320363364362315412522615366
238, 253.210098, 352356465656351053056254200150354510353650612155053066254005140253500641053651326652251331056356461602425452014250110032306360000244121642050413664151605626255644251255412322445426251252346154156150354364010650254412020332324113053112522614056
239, 274.700104, 352355435656651054056254000150354510351050632155053153251044165253500621053651326651226365056356461602425452014250110032302360000244321642050413664151605626265644251255412322445426251252346154156150354364010650254412020332324115053112525615636
240, 263.800110, 355352465650351455056254000150354515353650232155656665242044165253500641055651326651226365056356461602425452014250110032306360003244121642050413664151645626265644251255412322445426251252346154156150354364010650254412020332324113053112525615616
241, 257.360107, 352355465656351054056252002150154510351050632155053151252046140253530341053651326652256335056656461602425452014250110032306360003244121642050413664151605626265644251255412322445426255252346154156150354364010650254412020332324113053112525615616
242, 260.600098, 352352465656355053056254060150354515351050632155053151252046140250530341053651326652256335056656401601425452064350110032303360000244331642655613654055502621053144256255415322445426251252346154156150354364210650254512020332324112053112552604336
243, 261.680084, 352355465650351453056252002150354510351050632155053113251044165253500341053641326652253332656356101601425452064350110032306350000241331642025613664051502621066164256256412324445426251250346154156150354364010650254412020332324113053112525615636
244, 259.600098, 352351435056351054054252002150154510351050632155053153251044146254330643043655326652156435056356101601425652064350111062300360000244321642050413464146505625240114256255415324445426251250346154156150354364010650254412020332324113053112525615656
245, 255.200104, 352351435056351054056252002150154510351050632155053153251044146254330641043651326651222365056356461602425452012250110032306360003243121642050413664151645625265644256255414124445522254252346154156150354364010650254412020332324113053112525615636
246, 260.940094, 352352465356355053056252050150353016354650012154653265253045545253530631003055025652251331656656401606426651014350111032306360000300331542050413644055502621056144256255415322445426251252346154150150354364015650254412010332324165125402036665066
247, 258.700104, 352351435056351054056252002150154510351050632155053153251044146254330641043651326651226365056356461602425452012250110032306360003243121642050403664151645625266164256256412324445426251250346154156150354364021151654245300362324113053112525615636
248, 267.750092, 352355365656355053056252050150353514353656232155656665242044165253500641055651326651226365056356461602425452012250110032306360003243121042050413664151645625266164251255412322445426251252346154156150354364010650654412020322344362325102026665056
249, 261.850098, 352351435056351054051252202150154510351050632155053153251044146254330641043651326651222365056356461602425452012250110032306360003243121642050413664151625625265644256255414124445521251252346154156150354364021151654412660332324113053112525615656
250, 264.550110, 352355315656355053056252050150353514353656232155656665242044165253500641055651326651226365056356461602425452014350111032326350000221331642025613634051502641055134256255414144445522250252346154156150354363020650254412020332324115053516525615616
251, 261.400085, 356355435056351054056252002150154510351050532152053153251044146254330641053651326602255330655336131601426452061601611132502360006241321642050443364121305625265444256255414124445442254252346154156150354364021151654412660332324113053112525615656
252, 266.070099, 352355465656355054056252002150154510351050532152053153251044146254330641053651326602255330655336131601426452061601611132502360000241321642050613654051505626265644251255312322445411251252356154156150354314010650654245320363314362325412522615336
253, 268.840088, 356355435056351054056252002150154515351050132155153156254035543253530641253651326655256335056356401602425452012250112002306360000244021642025613664651522321066164256256412324445426251250346154156150354364010650254412020332326113053112525615536
254, 266.290100, 354355365656055053056251060150354510351050632155153155252044165253500641055651326651226365056356461602425452012650110032306360000264521642050413663131605226265644256256412424445512254252346154156150354364010650254012020332324113053112525615633
255, 286.060089, 352355365656355053056252002150154510351056232156053066254045140253500641053651326652156335056356401602004452014250112002356360005245321642040613664051502321063164256256412322405522255252346154156150354364010650254412020332324113053112525615656
256, 276.880096, 352355465056351054056252302150154510352050532152053153251044140202531341053651326652256335056356501602004452014250112002346360000244321640250413654041502621066164256256412322444522251250346154151150354464021151654412660332324116053112525615656
257, 275.560089, 352355435056351014056252302150154510351050512152653164251054565253500611253651526651226365056356401602425452312250110032306360003241631642050413654151605625365644256255414124445442254254346154156150354364015650254412020332324113053112525615656
258, 272.750092, 356355465656355053056252002150154510350650212155656665242064165253500641055651326651226365056356461602425452014350111032326350003244164640050413654041502621066164256256412322445356251252346154156150354364010650254412010335324113053112525615156
259, 271.200104, 351355365655055354056252002150154110351056232156053066254045140253500641053651326602255330655336131601425652064350111062300360000244321642050413644151005625265642256255415322445356251254346154156150356364012650255212020332324513053112525600333
260, 273.520111, 356355435056351054056252002150154515351050132155653665253045544253530641253651321652256335056656461601125612064350111062306360003240631642025653664051502321063144251255413352415426251256046154156150354364010650254412020333306162365102026665056
261, 282.650085, 353355435656351053056252002150154510351050632155053113251044146254333241253651326652156335056656461602026452054340112002346360000244321640250413655040502621066164256256413322435424251256046154156150351364010653254235320533314352323112125615636
262, 278.710083, 352355365056351054055256002150154510351352430155053155252045544653530441256651326652256335056656461602425442014250110032300360000244321642050403464446505625240114256256414144445522254252346154156150354364010650254412021332324113053112525615633
263, 279.900085, 352351435053351054056252002150156511151056212155153155252032140202531341053651326652256335056356401601425653064350111062300360000244321646050413644121305625365646256255414124445442250254346154156150354364010650254112020335324113053112525615656
264, 275.640106, 352355365656055053056252002150154510351050132155053113250044246254330641053651326602255330045336131601456452061600112002306360600444624642050013654051502621065644251255412322445426250252346154156150354464061151654412660332324113153112525615636
265, 277.720093, 352355315656355053056252050150353514353050632156053113250044135253500641055651326651226365055336131601425152064350111062306360003241631642025613654041502621066164256256413322435424251256036154156150354464061150254412020332324113063112525615636
266, 276.650085, 356355431056351054056252002150154510351050635155153155252042141204531351053651326651226365056356461602425452012250111032326360000244321642050433654051502321066164256255412322445426250252346154156150354464061150254432660332324213153112125615636
267, 278.190094, 352355365656055054056252602150151510351056216155253155252042140202530641053651326651226365056356466602405455064350110012300360050244321642050403464446502621066164256256412024056426251250346154156150354464012651256235320533314352326112025614066
268, 277.040100, 356355465656351053056252002154154510351050632155053113251044146254333241253651326652151335056656461602026452054340112002346360000244321640250413655040502621066144251255412324446426251250346154156150352464061151654412620332326113153112525645636
269, 280.900085, 356355431056351054056252002150154510351050635155053113251042165253500041053656336052251331656656461602425445064150110032300360003243121052050413654051502621026464256256412024246426251250346154156150356264000650654212020362414352426402046604333
270, 281.620087, 351355365653055654056252002150154110351650012155656066354035543253530641053650025652251336356656461602026252152220110332306360053243621052030413654051502621066164256255414144445526251252346154156150354664012150254235320533314352326132020614366
271, 287.600098, 352352435056051054056252002150154610351050633156153155250044365253500621053651326651226365056356461602656455064350110052300360003243121052050413650051502621066164256256412024446426251250346154156150354364010650254412020332324113053112252664333
272, 291.150085, 352351415056351054056252042150154510351050532155056663250044164253500621056651326652256335056656461602425455064350110014300360050244321642050403464446502621036164256256412024056426251250346154156150354404012650254412024332324113455002026665056
273, 284.960083, 352353435053353054056252002150154510351050632155053113251045544653530401256651326651226365056356461602626452314210112002336330006204321612050063644156505625240114256251312423245422256250356154156150554364020250254412020333330352355102024665056
274, 285.750092, 352355565056351054056252002150154510351056632155054215252042140232530641053051326651226366056356466602425452012250111032326360000244321642050403644121305625360114256251412443245422256250356154156150554364020250254412020333306115353516225604333
275, 290.550110, 352355515056355053056222050150354610151050634156053066254045141253500641053651426051226365056356466602425455064350110112300360053243121052050413635051502621066164256256412014446426251250246154156150324364213650254412221334314352322132020614366
276, 290.760101, 352355365656055054056252042150154510351050531155026663050064135253500641055655126052251331656656461602425455064350110032300360003243121252025613664051502621066164256251412423245422256250356154156150554364020650254415020332324113053112252605336
277, 286.840088, 352355515056355053056222050150354610151050634156053066254045141253550641053651426051226365056656461602026252052330110612300360003243121052050413654051505621066114256251412423245422256251356154156150304360010650254102020533306113053112252664303
278, 281.440094, 352355365056351054056252002150154510351050632153056113200044164253500651056651326652226365056356461602626452314210112002336330006204321645350413654051502221066164256251412433245422256250356154156150554364020650654212020362414052325000025615536
279, 278.950104, 352355415056351053055252002150154510351050532156053116051044135253500641056651346652256315656366461602425452012250110032350360003243121052050403464446504425265144256255415325465426251250346154156150354364610250252152020333306115353114515515656
280, 284.750092, 352355515056355053056222050150354610151050634156053066254045141253500641053651426051226365056356466602425455064350110032300362000204521052054413654051505625265134251251412524446426251250346154156150354464011650256235660632324113053132025615536
281, 280.800110, 352355515056355053056222050150354610151050634156053066254045141253500641053651426051226365056356466602425455064350110032300362000204521052054413654051505625265134251251412524446426251252346150156150354664512150254412020332324112365102025615656
282, 283.100098, 352355515053351053056252302150151510351056216155253155252042140253500641053651426651226365056356466602425455064350110112300360050204321642050463664446502621066164253251412024545426251250456154156150554364020250254412020333306115353516225614333
283, 283.300110, 352351415056351050056252042150154510351050162154253155252042140254330641053651326651226365056556461602626452314210112002336330006204323640250413664446505425265134254256412524446426251250346154156150354314061150254412620333306115353114515515656
284, 283.200104, 352355515053351053056252302150151510351056216155253155252042140253500641053651426651226365056346466602425425064330111052300360000244321642050403644121305625316164256251412423245422256250356154156150553364020650254415020634006162325002026365056
285, 295.950104, 352355515056355053056222050150354610151050634156053066254045141253500641053651406051226365056346466602425425064330111052300360003263121052024013655045502626260164256251412524446426251250346154156150364314061150254412020332324113553132252214366
286, 287.650085, 352355515053355053056222050150352610151050634156053066254045141253500641055651324651226365056354361602425455064350110032300360000244321642050403644121305425316164256251412423245422256250356154156150554364020650254415020634006115353114025615536
287, 287.150085, 352355515056055053056222050150354610151050634156053066254045141253500641053651426051226365056356466602425455064350110032300360053043121642050413654251502651066160256256412014446426251252346150156150354664512150254412020332320112365102025615656
288, 284.290100, 352352365056351054056252042150154515351051531153026663050064135253500641055653126052251335056356461602425452064350110032300330003243121252050013655051022622066164256256412014443426251250246154156156354364610650254412060332364112326402045614333
289, 285.840088, 352352365056351054056252042150154515351051531153026663050064135253500641055653126052251335056356411602425452064350110032300330003243121252056013655051022622066164256256412024546426251252346154156150354364015650251112020333304113053112256624356
290, 286.150085, 352355365056351054056252352150151510351056216155251155252042140253500641053651426651226365056650361602425455064350110032300360000244321642050403644121305625316164254251412423245423256250356154156154350313010150254402020332324113553112252602336
291, 285.350098, 352355365056356154056252000150154610351050632156153155252064135253500641055655126052250331650656461602425452012250112002356330006204321642050403644151005625265644256255412124445426251252346150156150353664512150254402020332324112365112355615656
292, 285.540100, 352355365056351054052252006150154510351050632155055053255044141253501641054651326651226365056356416605421455064350110032300362000204521052054413654051505625205134251251413324445426251252346150156150354364210650254412060332364112326402045614333
293, 287.550110, 352355365056351054056252352150154610151050634156053066254045135253530641053651326653251331656656461602421455064350112002356330006204321642050403644151005625265664256255412124245420251252346150156153354662512150254402620333306115353114515515256
294, 292.100098, 352355515053351054056252302150151510351050532155153113250045544603530441256651326652256335056656461602426552314020112003336330003243121642050416654251502651066164256256412024445422256251356154156150354364015650252112020333304113053112256624356
295, 287.600098, 352351415056351055056252342150154510351052162154253156254045155350500621053651326651250331656656461602425422064330111033336333006204321642454013654051505625205134251251412443225425256250356154156150354662512150254402620333306115353114515515656
296, 296.800110, 352355365056351054056252352150154610151050634156053066251045135253530641053651326653251331656656461602421455064355112002356330006204321642050403644151005625265664256256412024445422256251356154156150654364015650256335260632006165353114025615536
297, 291.950104, 352355365056351054056252042150154515351050531153053155252042140253500641053651326652256365056356466602226455064330111052300362000443125642050403644151005625265644256251412524446426251252346150156150154664020650254415020634006114353115025615536
298, 294.190094, 352355365056351054056252302150151510351050531153026660250044164253500441256651326653226365056356461602626455064330156052300360003243121052024013655045502625316164256251412524446426251250346154156150354664512150254412020331323112365402025615656
299, 294.600098, 352355515053351053056252050150350610151050132155053113250044155350500621053651326655226365056356466602222442014360110062300360050043226644250413654051002621066104256256412024445422251250356154156150354464011650256235660632324163053132025615656
300, 290.610107, 352355365056351054056252050150354610151050634155056663054035513253500021053651326651226365056356466602226455064350110032300360053043121642050413654151005621066164256256412024445422251250356154156150344404012653254462024332324131363524515515656
301, 291.400085, 352355515056355052056222042150154510351050634156052063054035543253500021053651326652226365056256461620022422064330112002356330006204321642050403644051502651066104256256412024445422256251356154156150654364015650256335260632006165353114025615536
302, 302.240112, 352355365056351054056252352150154610151050634156052006250064235250500621053651321653226362056356461602626455064330111052300360003253121052024013655045562225265644256255412134445426251252346154156150354354061150254402020332304112353114055615506
303, 297.600098, 352353415053353050056252002150154510151050634156052006250064235250500621053651321653226362056356461602626455064330111052300360003253121052024013655045562225265644256255412134445426251252346152156150354354061150254402020332304112353114055615506
304, 300.500092, 352355365053351054056252352150154610151050634153026663050024135253500641053651326051226365056356466602226456064350150032300360003253121052024213655045502226260165256253412423246426251252356154156150554314461150254412020332321113553632025615656
305, 302.200104, 352355313056355054056252002150154010351056216155251155252042640253506641053651326651226365056356661605425452012360112002356330006204321642050403644151005625265465256251412524445426251252346154156150354354061150254402020332304112353114054615506
306, 305.100098, 352353415053353050056252002150154510151051532155153113253044155350500611053651323653226364056353461602426455064350112302356330000244321645050403404051602621066364256256412024445422251252346150156150354664512151254412020332324112365002022214364
307, 302.620087, 352353415053353050056252002150154510151052532155153113253042640253506641053651326651226365056356661605425452012360112002356330006204321642050403644151005625265465256251412524445426251252346154156150354354061150254402020332304112353114054615506
308, 313.250092, 352355515053353054056252003150154510151050632152253156254042140250500141256651326653226365056656461602626455064300156052300360003204421642050413654231502625205134251251412023245422251252346154156150354354261150254235660631064113553132252214366
309, 308.150085, 352353415053353054056252002150154510151051532155153163050644135253500621053651326651256365056356466602226455064350150032356330006204321642050403644151602625265644256256412134445426251252346154156150354354061150254235662631064113353114053615536
310, 308.400085, 352355515053353054056252003150154510151050634155153163050644135253500621053651326651256365056356466602226455064350150032300360000244321645250403404051602621066364256256416124446426251250316154156150554314461152254412020332322113553132025615356
311, 307.930084, 352355515054351053050252302150154610151050634156052006250064235250500621053651321353226362056356460603226455064255112002356330006104321642050403404005502266262165251251412023045422251252346154156150354354261150254435660631064143455015025615536
312, 310.400085, 352353415053353054056252004150154510151051432155153163250024135253200641055625126051226365056356466602226455064255112002356330006104321642050403404005502226262165256251412524446426251250356154156156554364020650254415020634006213553132215565655
313, 307.100098, 352353315056355052056622352150154610151050634153056663050024135253506641253651326651226365056356661605425452012360112002356330006204321642350403644151005025265465256251412524446426251250356154156150354354061151254412020335324113553110515513633
314, 306.730103, 352355515053353054056252003150154510151051532155153663054035513253500621053651326650226365056356466602225552012360112002356330006220321642050403644151005625265644256255412024446426256252346156156150354264512153254235660342320112314142025615530
315, 311.850098, 352353415053353350056252002150154510151050634156052663054035443253400021053651326652226365056156466602226455064255156052306360003204421642050413654231501625205034251251412023245426251250356154156150354361022150254402120232304113455002026613633
316, 315.440094, 352353415053353054056251023150154511154051532155156663054035513253500021053651326651226365056156466602226455064255156052306360003204021642050413654231502625205134251251412534465426251250356154156150354364061150254402120332304114353114035015536
317, 312.520111, 352355515053353054056652003150154510151051532155153663054035513253500621053651326650226365056356460602225552012360112002356330006104321642050403404005502226262165256251412534465426251250356154156150354364061150254402020332303112614142025615530
318, 310.180084, 352353415053353054056252002150154510151050632156056663054035513253500021053651326651226365056156466602226455064255156052306360003204021642050413654231502625205134251251412534465426251250356154156150354364512153254235660342120112314142025615530
319, 310.000092, 352353415055355054056252004150154510154051432155153163250024155253200641055625126051026365056356466602226455064255112002356330006200221642050403644121005625265644256255412134446422251250346154156156554361021150252402020332324112353114055615536
320, 307.300110, 352352465056351054056252353150154610152050234153020663050042646253506641055625126001226365056356466602226451064255112002356330006200221642050403644151602625265134251251416120445422251252346154156150334330061152254412020335324113523632252214366
321, 311.900085, 352355515053353054056252003150154511151051532155153663054035613253500021055625126051426365056356466602226454064255112002356330006104321642050403404505502226262244256252412034465426251252346154156150354354261151254402020331304112343102026613633
322, 308.070099, 352355314056355053056252302150154510151051432153026663050035556354500613053651326051226365056156560603226455064330111002356330006204321644050403404051502625205134251255412023445422256252356154155150354364021150254402020332306115053144516505516
323, 304.750092, 352352465054351054056255352150154511151051532155153663054035513253500021053651326651226365054356460603226455064330111002356330006204321642050613654231502625205114251251416124445424251250356154156150354330061150254235650342420112314142026613623
324, 310.830109, 352353415052052054056251023150154511154051532155153163054035543253500021053651326651226365056356466602626055060450150032300360003244321642000403644351404625265644256255412424443426251256346154156150354354261150254235660635064113455002022215530
325, 318.400085, 352353415053352054056252003150154510151050634156052663052035543253400021050651326651226365056156466602226455064255156052306360006204321052050403404231532625405134251255412023445422256252356154155150354364021150254402020332306115053144505515516
326, 316.750092, 352355314056353064056252003150154510151050634156052665054035543253400021053651326651226365056156460602226455064355156052306330006004311642050413604005502266262165251251412000445422251252343154156150334330021150254402020332366115053144515515516
327, 336.500092, 354355515053353054056252004150154610151050634156052665054035543253400021056651326651226365056156460602226455064355156052306330006004311642050413604005502266262165251251412000445422251252343154156150354364512153254235660342120123455502026613622
